"Training: Training Name","Training Duration","Training Cost","Financial Aid","Location (Latitude)","Location (Longitude)","TL City","TL State","TL Street","TL Zipcode","Minimum Age","Requires HS GED","Maximum Age","Job Placement Rate","Eligibility Additional Notes","Date Activated","Enrollment Steps","Training Location","Industry"
"HVAC","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","99","","","10/12/2021, 7:00 PM","1. New students must register in person with COM?s Continuing Education Office located in the Technical Vocational Building #5, Suite 1475. (Returning students may register by calling the CE Office 409-933-8586, inperson, or online)","1200 N Amburn Rd, Texas City, TX 77591","Construction"
"Industrial Pipefitting","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","99","","","10/12/2021, 7:00 PM","1. New students must register in person with COM?s Continuing Education Office located in the Technical Vocational Building #5, Suite 1475. (Returning students may register by calling the CE Office 409-933-8586, inperson, or online)","1200 N Amburn Rd, Texas City, TX 77591","Construction"
"Machinist CNC","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","99","","Students must complete the MMT Basic Occupational Skills Award and the Manual Machinist Occupational Skills Award to enroll in this program.","10/12/2021, 7:00 PM","1. New students must register in person with COM?s Continuing Education Office located in the Technical Vocational Building #5, Suite 1475. (Returning students may register by calling the CE Office 409-933-8586, inperson, or online)","1200 N Amburn Rd, Texas City, TX 77591","Manufacturing"
"Welding Technologies","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","99","","","10/12/2021, 7:00 PM","1. New students must register in person with COM?s Continuing Education Office located in the Technical Vocational Building #5, Suite 1475. (Returning students may register by calling the CE Office 409-933-8586, inperson, or online)","1200 N Amburn Rd, Texas City, TX 77591","Construction"
"Certified Nurse Aid","4-12 weeks","$501-$1000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","","","","10/12/2021, 7:00 PM","1. An application is required prior to registration: Clinical sites require participants to have updated immunizations, background checks, and verified IDs. The program applicant must pay this cost.","1200 N Amburn Rd, Texas City, TX 77591","Education and Health Services"
"Dental Assistant","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","","","","10/12/2021, 7:00 PM","1. Complete application 2. Applicants may contact General Contact number if they have questions","1200 N Amburn Rd, Texas City, TX 77591","Education and Health Services"
"Electrocardiography and Telemetry Monitoring Certificate","4-12 weeks","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","","","","10/12/2021, 7:00 PM","1. Complete application 2. Applicants may contact General Contact number if they have questions","1200 N Amburn Rd, Texas City, TX 77591","Education and Health Services"
"Medical Office/Insurance Specialist Certificate","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","","","","10/12/2021, 7:00 PM","1. Complete application 2. Applicants may contact General Contact number if they have questions","1200 N Amburn Rd, Texas City, TX 77591","Education and Health Services"
"Phlebotomy Training Certificate","4-12 weeks","$501-$1000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","","","","10/12/2021, 7:00 PM","1. Complete application 2. Applicants may contact General Contact number if they have questions","1200 N Amburn Rd, Texas City, TX 77591","Education and Health Services"
"Professional in Human Resources","4-12 weeks","$1001-$5000","No","29.731615900000000","-94.978621400000000","Baytown","TX","200 Lee Dr","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","200 Lee Dr, Baytown, TX ","Professional and Business Services"
"Certified Nurse Aid","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Dental Assistant","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Clinical Medical Assistant","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"EKG Technician","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Emergency Medical Technican","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Phlebotomy Technician","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Medical Billing and Coding","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Medical Administrative Assistant","","","","29.736181800000000","-94.978196900000000","Baytown","TX","909 Decker Dr","77520","","","","","","","","909 Decker Dr, Baytown, TX 77520","Education and Health Services"
"Pipefitting","","","","29.284745500000000","-94.809555699999990","Galveston","TX","4105 Avenue Q","77550","","","","","","","","4105 Avenue Q, Galveston, TX 77550","Construction"
"Nurse Aide","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Education and Health Services"
"EKG Technician","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Education and Health Services"
"Phlebotomy Technician","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Education and Health Services"
"Patient Care Technician","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Education and Health Services"
"Medical Coding and Billing","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Education and Health Services"
"Computer Support Technician","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Information Technology"
"Diesel Engines Testing and Repair","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Trade, Transportation & Utilities"
"Automotive Climate Repair","","","","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","","","","","","","","4015 Avenue Q, Galveston, TX 77550","Trade, Transportation & Utilities"
"Logistics Technician","3-6 months","$1001-$5000","Yes","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","18","Yes","","","","10/12/2021, 7:00 PM","1. Register online(in person Continuing Education Office located on the first floor of Moody Hall, at 4015 Avenue Q, Galveston, TX 77550, or via phone 409-944-1344) 2. Please register at least one week prior to the class start date. Tuition and fees must be paid upon registration","4015 Avenue Q, Galveston, TX 77550","Trade, Transportation & Utilities"
"Welding","3-6 months","$1001-$5000","Yes","29.283948400000000","-94.807789300000000","Galveston","TX","4015 Avenue Q","77550","18","Yes","99","","","10/12/2021, 7:00 PM","1. Complete application online","4015 Avenue Q, Galveston, TX 77550","Construction"
